name_metrics,team,position_metrics,minutes_metrics,duels_total_api_metrics,duels_won_api_metrics,goals_total_api_metrics,shots_total_api_metrics,assists_total_api_metrics,dribbles_attempts_api_metrics,dribbles_success_api_metrics,passes_key_api_metrics,passes_total_api_metrics,passes_accuracy_perc_metrics,tackles_total_api_metrics,interceptions_total_api_metrics,dribbles_success_perc_metrics,name_clean,team_clean_metrics,duels_total_p90_metrics,duels_won_p90_metrics,goals_p90_metrics,shots_total_p90_metrics,assists_p90_metrics,dribbles_attempts_p90_metrics,dribbles_success_p90_metrics,passes_key_p90_metrics,passes_total_p90_metrics,tackles_p90_metrics,interceptions_p90_metrics,league_metrics,name_pca,position_pca,minutes_pca,duels_total_api_pca,duels_won_api_pca,goals_total_api_pca,shots_total_api_pca,assists_total_api_pca,dribbles_attempts_api_pca,dribbles_success_api_pca,passes_key_api_pca,passes_total_api_pca,passes_accuracy_perc_pca,tackles_total_api_pca,interceptions_total_api_pca,dribbles_success_perc_pca,team_clean_pca,duels_total_p90_pca,duels_won_p90_pca,goals_p90_pca,shots_total_p90_pca,assists_p90_pca,dribbles_attempts_p90_pca,dribbles_success_p90_pca,passes_key_p90_pca,passes_total_p90_pca,tackles_p90_pca,interceptions_p90_pca,team_AS Roma,team_Atalanta,team_Bologna,team_Cagliari,team_Empoli,team_Fiorentina,team_Frosinone,team_Genoa,team_Inter,team_Juventus,team_Lazio,team_Lecce,team_Monza,team_Napoli,team_Salernitana,team_Sassuolo,team_Torino,team_Udinese,team_Verona,league_pca,team_Le Havre,team_Lens,team_Lille,team_Lorient,team_Lyon,team_Marseille,team_Metz,team_Monaco,team_Montpellier,team_Nantes,team_Nice,team_Paris Saint Germain,team_Reims,team_Rennes,team_Stade Brestois 29,team_Strasbourg,team_Toulouse,team_Almeria,team_Athletic Club,team_Atletico Madrid,team_Barcelona,team_Cadiz,team_Celta Vigo,team_Getafe,team_Girona,team_Las Palmas,team_Mallorca,team_Osasuna,team_Rayo Vallecano,team_Real Madrid,team_Real Sociedad,team_Sevilla,team_Valencia,team_Villarreal,name.1,team_clean.1,league.1,position.1,Cluster,Role_Label,minutes.1,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,name
J. Martin,Stade Brestois 29,Midfielder,1193.0,156.0,84.0,0.0,8.0,1.0,11.0,5.0,15.0,944.0,0.0,43.0,9.0,45.45454545454545,julien martin,brest,11.768650461022633,6.336965632858341,0.0,0.6035205364626991,0.0754400670578373,0.8298407376362111,0.3772003352891869,1.1316010058675607,71.2154233025985,3.2439228834870075,0.6789606035205364,Ligue 1,J. Martin,Midfielder,1193.0,156.0,84.0,0.0,8.0,1.0,11.0,5.0,15.0,944.0,0.0,43.0,9.0,45.45454545454545,brest,11.768650461022633,6.336965632858341,0.0,0.6035205364626991,0.0754400670578373,0.8298407376362111,0.3772003352891869,1.1316010058675607,71.2154233025985,3.2439228834870075,0.6789606035205364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m. lopez,fiorentina,serie a,midfielder,0,Deep-lying Playmaker,0.0868459302325581,0.153885591170898,0.7262407746280655,0.6901718778794181,0.3207418248276396,0.7731121920279851,0.5719727546044857,0.3169321857218207,0.4374463392782972,J. Martin
J. Mwanga,Strasbourg,Midfielder,1457.0,184.0,102.0,1.0,15.0,1.0,43.0,28.0,13.0,512.0,79.8,40.0,17.0,65.11627906976744,junior mwanga,strasbourg,11.36582017844887,6.300617707618394,0.061770761839396,0.9265614275909404,0.061770761839396,2.656142759094029,1.7295813315030886,0.8030199039121483,31.62663006177076,2.4708304735758406,1.0501029512697322,Ligue 1,J. Mwanga,Midfielder,1457.0,184.0,102.0,1.0,15.0,1.0,43.0,28.0,13.0,512.0,79.8,40.0,17.0,65.11627906976744,strasbourg,11.36582017844887,6.300617707618394,0.061770761839396,0.9265614275909404,0.061770761839396,2.656142759094029,1.7295813315030886,0.8030199039121483,31.62663006177076,2.4708304735758406,1.0501029512697322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t. le bris,lorient,ligue 1,midfielder,1,Positional Anchor,0.3492005813953489,0.3184800393322249,0.5671118236524187,0.1702742474824723,0.3997210608172813,0.4010510006742677,0.6249223162951354,0.5191868082699818,0.3249589646678875,J. Mwanga
J. Deminguet,Strasbourg,Midfielder,687.0,73.0,31.0,0.0,3.0,0.0,6.0,2.0,2.0,242.0,0.0,14.0,9.0,33.33333333333333,jérémy deminguet,strasbourg,9.563318777292576,4.06113537117904,0.0,0.3930131004366812,0.0,0.7860262008733624,0.2620087336244541,0.2620087336244541,31.70305676855895,1.834061135371179,1.1790393013100435,Ligue 1,J. Deminguet,Midfielder,687.0,73.0,31.0,0.0,3.0,0.0,6.0,2.0,2.0,242.0,0.0,14.0,9.0,33.33333333333333,strasbourg,9.563318777292576,4.06113537117904,0.0,0.3930131004366812,0.0,0.7860262008733624,0.2620087336244541,0.2620087336244541,31.70305676855895,1.834061135371179,1.1790393013100435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f. miretti,juventus,serie a,midfielder,1,Positional Anchor,0.2016715116279069,0.452271724710336,0.6258630266509448,0.7031619853769884,0.3304840061653795,0.3089177272066148,0.396359016656209,0.2673655090044581,0.2811520503058027,J. Deminguet
K. UrbaÅski,Bologna,Midfielder,920.0,124.0,69.0,0.0,8.0,1.0,32.0,20.0,17.0,359.0,0.0,17.0,4.0,62.5,k. urbaaski,bologna,12.130434782608695,6.75,0.0,0.782608695652174,0.0978260869565217,3.130434782608696,1.9565217391304348,1.6630434782608696,35.119565217391305,1.6630434782608696,0.391304347826087,Serie A,K. UrbaÅski,Midfielder,920.0,124.0,69.0,0.0,8.0,1.0,32.0,20.0,17.0,359.0,0.0,17.0,4.0,62.5,bologna,12.130434782608695,6.75,0.0,0.782608695652174,0.0978260869565217,3.130434782608696,1.9565217391304348,1.6630434782608696,35.119565217391305,1.6630434782608696,0.391304347826087,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Serie A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p. rosario,nice,ligue 1,midfielder,0,Deep-lying Playmaker,0.5272529069767442,0.1736649262307839,0.6957217113191816,0.7063843891926821,0.4644948124366103,0.4725457149048568,0.6525706321579391,0.330034136579734,0.3773016299570315,K. UrbaÅski
K. Doumbia,Stade Brestois 29,Midfielder,870.0,141.0,61.0,6.0,19.0,5.0,28.0,13.0,12.0,476.0,0.0,28.0,9.0,46.42857142857143,kalifa doumbia,brest,14.586206896551722,6.310344827586207,0.6206896551724138,1.9655172413793105,0.5172413793103449,2.896551724137931,1.3448275862068966,1.2413793103448276,49.24137931034483,2.896551724137931,0.9310344827586208,Ligue 1,K. Doumbia,Midfielder,870.0,141.0,61.0,6.0,19.0,5.0,28.0,13.0,12.0,476.0,0.0,28.0,9.0,46.42857142857143,brest,14.586206896551722,6.310344827586207,0.6206896551724138,1.9655172413793105,0.5172413793103449,2.896551724137931,1.3448275862068966,1.2413793103448276,49.24137931034483,2.896551724137931,0.9310344827586208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,j. ponceau,lorient,ligue 1,midfielder,1,Positional Anchor,0.6170058139534884,0.4403089201968843,0.5835724967776124,0.23288376202244,0.415233519324128,0.5495410162187211,0.3090201658791235,0.3890508197188124,0.3906949083156859,K. Doumbia
K. Linetty,Torino,Midfielder,1859.0,178.0,74.0,0.0,12.0,0.0,15.0,8.0,15.0,859.0,85.4,30.0,23.0,53.333333333333336,karol linetty,torino,8.617536309844002,3.582571274878968,0.0,0.5809575040344271,0.0,0.7261968800430338,0.387305002689618,0.7261968800430338,41.586874663797744,1.4523937600860677,1.113501882732652,Serie A,K. Linetty,Midfielder,1859.0,178.0,74.0,0.0,12.0,0.0,15.0,8.0,15.0,859.0,85.4,30.0,23.0,53.333333333333336,torino,8.617536309844002,3.582571274878968,0.0,0.5809575040344271,0.0,0.7261968800430338,0.387305002689618,0.7261968800430338,41.586874663797744,1.4523937600860677,1.113501882732652,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Serie A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fran beltrán,celta vigo,la liga,midfielder,0,Deep-lying Playmaker,0.6838662790697674,0.2135000936277274,0.5760869241800984,0.7934538501919288,0.3320650858035612,0.5559704374386492,0.3830573940999847,0.3894276410394978,0.4451463832186498,K. Linetty
K. N'Doram,Metz,Midfielder,1604.0,189.0,100.0,0.0,4.0,2.0,12.0,5.0,8.0,692.0,78.7,36.0,29.0,41.66666666666667,kevin n'doram,metz,10.604738154613466,5.610972568578553,0.0,0.2244389027431421,0.112219451371571,0.6733167082294265,0.2805486284289277,0.4488778054862842,38.82793017456359,2.0199501246882794,1.6271820448877807,Ligue 1,K. N'Doram,Midfielder,1604.0,189.0,100.0,0.0,4.0,2.0,12.0,5.0,8.0,692.0,78.7,36.0,29.0,41.66666666666667,metz,10.604738154613466,5.610972568578553,0.0,0.2244389027431421,0.112219451371571,0.6733167082294265,0.2805486284289277,0.4488778054862842,38.82793017456359,2.0199501246882794,1.6271820448877807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,douglas augusto,nantes,ligue 1,midfielder,1,Positional Anchor,0.4465843023255814,0.2876310873980614,0.5341684830632303,0.2157074348898012,0.3608894202460098,0.7308266652797314,0.591406077740371,0.3280055951782612,0.4416330733444022,K. N'Doram
K. Strootman,Genoa,Midfielder,1209.0,109.0,51.0,0.0,1.0,2.0,6.0,4.0,22.0,639.0,82.1,34.0,7.0,66.66666666666666,kevin strootman,genoa,8.114143920595534,3.796526054590571,0.0,0.0744416873449131,0.1488833746898263,0.4466501240694789,0.2977667493796526,1.6377171215880897,47.5682382133995,2.5310173697270475,0.5210918114143921,Serie A,K. Strootman,Midfielder,1209.0,109.0,51.0,0.0,1.0,2.0,6.0,4.0,22.0,639.0,82.1,34.0,7.0,66.66666666666666,genoa,8.114143920595534,3.796526054590571,0.0,0.0744416873449131,0.1488833746898263,0.4466501240694789,0.2977667493796526,1.6377171215880897,47.5682382133995,2.5310173697270475,0.5210918114143921,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Serie A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k. strootman,genoa,serie a,midfielder,0,Deep-lying Playmaker,0.2383720930232558,0.283184344578213,0.6915391470746035,0.6332299378059223,0.1773681248748208,0.3076523172383412,0.3041000822000111,0.4712074014672327,0.1770783105275721,K. Strootman
K. Fayad,Montpellier,Midfielder,1022.0,148.0,74.0,3.0,12.0,0.0,21.0,10.0,8.0,326.0,80.0,28.0,14.0,47.61904761904761,khalil fayad,montpellier,13.033268101761252,6.516634050880626,0.2641878669275929,1.0567514677103718,0.0,1.8493150684931503,0.8806262230919765,0.7045009784735812,28.708414872798432,2.4657534246575343,1.2328767123287672,Ligue 1,K. Fayad,Midfielder,1022.0,148.0,74.0,3.0,12.0,0.0,21.0,10.0,8.0,326.0,80.0,28.0,14.0,47.61904761904761,montpellier,13.033268101761252,6.516634050880626,0.2641878669275929,1.0567514677103718,0.0,1.8493150684931503,0.8806262230919765,0.7045009784735812,28.708414872798432,2.4657534246575343,1.2328767123287672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b. santamaría,rennes,ligue 1,midfielder,0,Deep-lying Playmaker,0.4996366279069767,0.2257625521854855,0.7121452286180545,0.7182891493090298,0.4671338874600192,0.4912625681872293,0.5993505097326632,0.3984823584952907,0.5994595727169141,K. Fayad
K. Thuram,Nice,Midfielder,2115.0,235.0,117.0,1.0,29.0,1.0,60.0,35.0,31.0,1106.0,0.0,41.0,18.0,58.333333333333336,khéphren thuram,nice,10.0,4.978723404255319,0.0425531914893617,1.2340425531914894,0.0425531914893617,2.5531914893617023,1.4893617021276595,1.319148936170213,47.06382978723404,1.74468085106383,0.7659574468085106,Ligue 1,K. Thuram,Midfielder,2115.0,235.0,117.0,1.0,29.0,1.0,60.0,35.0,31.0,1106.0,0.0,41.0,18.0,58.333333333333336,nice,10.0,4.978723404255319,0.0425531914893617,1.2340425531914894,0.0425531914893617,2.5531914893617023,1.4893617021276595,1.319148936170213,47.06382978723404,1.74468085106383,0.7659574468085106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y. magnin,clermont foot,ligue 1,midfielder,1,Positional Anchor,0.4087936046511628,0.3079180782783862,0.5004544559341647,0.262977073919283,0.4649527160054019,0.7310768338436189,0.6551895213944415,0.388531713100972,0.4153296620403123,K. Thuram
Kike Pérez,Rayo Vallecano,Midfielder,830.0,194.0,82.0,1.0,9.0,0.0,28.0,9.0,7.0,341.0,75.8,28.0,8.0,32.142857142857146,kike perez,rayo vallecano,21.03614457831325,8.891566265060241,0.108433734939759,0.9759036144578314,0.0,3.036144578313253,0.9759036144578314,0.7590361445783133,36.97590361445784,3.036144578313253,0.8674698795180724,La Liga,Kike Pérez,Midfielder,830.0,194.0,82.0,1.0,9.0,0.0,28.0,9.0,7.0,341.0,75.8,28.0,8.0,32.142857142857146,rayo vallecano,21.03614457831325,8.891566265060241,0.108433734939759,0.9759036144578314,0.0,3.036144578313253,0.9759036144578314,0.7590361445783133,36.97590361445784,3.036144578313253,0.8674698795180724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Liga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,a. colpani,monza,serie a,midfielder,2,Final-Third Playmaker,0.7747093023255813,0.647061695694584,0.6112090391040683,0.806130588998221,0.4726882161904059,0.4479293550957363,0.4873797579278852,0.3298196425285642,0.2618352846950568,Kike Pérez
Kirian Rodríguez,Las Palmas,Midfielder,3216.0,300.0,136.0,6.0,26.0,2.0,35.0,26.0,37.0,3012.0,88.3,52.0,27.0,74.28571428571429,kirian rodriguez,las palmas,8.395522388059701,3.805970149253731,0.167910447761194,0.7276119402985074,0.0559701492537313,0.9794776119402986,0.7276119402985074,1.0354477611940298,84.2910447761194,1.4552238805970148,0.7555970149253731,La Liga,Kirian Rodríguez,Midfielder,3216.0,300.0,136.0,6.0,26.0,2.0,35.0,26.0,37.0,3012.0,88.3,52.0,27.0,74.28571428571429,las palmas,8.395522388059701,3.805970149253731,0.167910447761194,0.7276119402985074,0.0559701492537313,0.9794776119402986,0.7276119402985074,1.0354477611940298,84.2910447761194,1.4552238805970148,0.7555970149253731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Liga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,r. malinovskyi,genoa,serie a,midfielder,2,Final-Third Playmaker,0.2463662790697674,0.548062957581909,0.633200424303664,0.8584492454703488,0.5780904574360739,0.6191720648304567,0.5565450976865853,0.3283477447730637,0.9618820781146148,Kirian Rodríguez
Koke,Atletico Madrid,Midfielder,2504.0,205.0,103.0,0.0,6.0,4.0,11.0,5.0,27.0,2237.0,90.0,64.0,15.0,45.45454545454545,koke,atletico madrid,7.368210862619808,3.702076677316294,0.0,0.2156549520766773,0.1437699680511182,0.3953674121405751,0.1797124600638977,0.970447284345048,80.40335463258786,2.300319488817891,0.5391373801916932,La Liga,Koke,Midfielder,2504.0,205.0,103.0,0.0,6.0,4.0,11.0,5.0,27.0,2237.0,90.0,64.0,15.0,45.45454545454545,atletico madrid,7.368210862619808,3.702076677316294,0.0,0.2156549520766773,0.1437699680511182,0.3953674121405751,0.1797124600638977,0.970447284345048,80.40335463258786,2.300319488817891,0.5391373801916932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Liga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,sergi canós,valencia,la liga,midfielder,2,Final-Third Playmaker,0.2463662790697674,0.6196407912970757,0.6191677500650313,0.7273361224598802,0.6289594973837977,0.2519661524122857,0.7695654241210352,0.3629512863995817,1.0,Koke
K. Diatta,Monaco,Midfielder,1195.0,212.0,120.0,0.0,6.0,2.0,43.0,29.0,23.0,616.0,76.5,37.0,16.0,67.44186046511628,krepin diatta,monaco,15.96652719665272,9.03765690376569,0.0,0.4518828451882845,0.1506276150627615,3.2384937238493725,2.1841004184100417,1.7322175732217573,46.39330543933054,2.786610878661088,1.205020920502092,Ligue 1,K. Diatta,Midfielder,1195.0,212.0,120.0,0.0,6.0,2.0,43.0,29.0,23.0,616.0,76.5,37.0,16.0,67.44186046511628,monaco,15.96652719665272,9.03765690376569,0.0,0.4518828451882845,0.1506276150627615,3.2384937238493725,2.1841004184100417,1.7322175732217573,46.39330543933054,2.786610878661088,1.205020920502092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r. pereyra,udinese,serie a,midfielder,1,Positional Anchor,0.4763808139534883,0.5174190009816148,0.564938033907549,0.8135376644632815,0.4184501015446593,0.4204505119076057,0.4832544353184032,0.4853841670909006,0.2383199566558685,K. Diatta
K. Thorstvedt,Sassuolo,Midfielder,2412.0,318.0,145.0,6.0,34.0,1.0,34.0,15.0,35.0,922.0,72.6,38.0,17.0,44.11764705882353,kristian thorstvedt,sassuolo,11.865671641791046,5.410447761194029,0.2238805970149253,1.2686567164179106,0.0373134328358209,1.2686567164179106,0.5597014925373135,1.3059701492537312,34.40298507462686,1.417910447761194,0.6343283582089553,Serie A,K. Thorstvedt,Midfielder,2412.0,318.0,145.0,6.0,34.0,1.0,34.0,15.0,35.0,922.0,72.6,38.0,17.0,44.11764705882353,sassuolo,11.865671641791046,5.410447761194029,0.2238805970149253,1.2686567164179106,0.0373134328358209,1.2686567164179106,0.5597014925373135,1.3059701492537312,34.40298507462686,1.417910447761194,0.6343283582089553,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Serie A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h. rafia,lecce,serie a,midfielder,0,Deep-lying Playmaker,0.238735465116279,0.3126466973458062,0.5749861468647594,0.6908081205971368,0.435876584613969,0.4537690952711926,0.5309586737442242,0.3019494951532153,0.2378927781254275,K. Thorstvedt
K. Asllani,Inter,Midfielder,771.0,51.0,29.0,1.0,14.0,2.0,4.0,3.0,8.0,628.0,89.0,6.0,10.0,75.0,kristjan asllani,inter,5.953307392996109,3.385214007782101,0.1167315175097276,1.634241245136187,0.2334630350194552,0.4669260700389105,0.3501945525291828,0.933852140077821,73.30739299610894,0.7003891050583657,1.1673151750972763,Serie A,K. Asllani,Midfielder,771.0,51.0,29.0,1.0,14.0,2.0,4.0,3.0,8.0,628.0,89.0,6.0,10.0,75.0,inter,5.953307392996109,3.385214007782101,0.1167315175097276,1.634241245136187,0.2334630350194552,0.4669260700389105,0.3501945525291828,0.933852140077821,73.30739299610894,0.7003891050583657,1.1673151750972763,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Serie A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m. ugarte,paris sg,ligue 1,midfielder,0,Deep-lying Playmaker,0.5021802325581395,0.1983996539883251,0.6838413863771927,0.4340098674950148,0.3452585313129546,0.5935207564132744,0.4998395614523753,0.5183530019921873,0.4157327746119308,K. Asllani
L. Modrić,Real Madrid,Midfielder,1686.0,149.0,71.0,2.0,19.0,6.0,37.0,21.0,57.0,1562.0,44.0,21.0,21.0,56.75675675675676,l. modric,real madrid,7.953736654804271,3.790035587188613,0.1067615658362989,1.0142348754448398,0.3202846975088967,1.9750889679715304,1.1209964412811388,3.04270462633452,83.38078291814946,1.1209964412811388,1.1209964412811388,La Liga,L. Modrić,Midfielder,1686.0,149.0,71.0,2.0,19.0,6.0,37.0,21.0,57.0,1562.0,44.0,21.0,21.0,56.75675675675676,real madrid,7.953736654804271,3.790035587188613,0.1067615658362989,1.0142348754448398,0.3202846975088967,1.9750889679715304,1.1209964412811388,3.04270462633452,83.38078291814946,1.1209964412811388,1.1209964412811388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Liga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,t. suslov,verona,serie a,midfielder,1,Positional Anchor,0.5614098837209303,0.6064388997091957,0.6128820998205062,0.2396152318369694,0.583452617197787,0.1902540619387621,0.6034973724252105,0.5153049066817508,0.5646063203096645,L. Modrić
L. Banda,Lecce,Midfielder,1360.0,248.0,108.0,2.0,34.0,4.0,92.0,42.0,24.0,285.0,73.1,27.0,3.0,45.65217391304348,lameck banda,lecce,16.41176470588235,7.147058823529411,0.1323529411764706,2.25,0.2647058823529412,6.088235294117647,2.7794117647058822,1.588235294117647,18.86029411764705,1.7867647058823528,0.1985294117647058,Serie A,L. Banda,Midfielder,1360.0,248.0,108.0,2.0,34.0,4.0,92.0,42.0,24.0,285.0,73.1,27.0,3.0,45.65217391304348,lecce,16.41176470588235,7.147058823529411,0.1323529411764706,2.25,0.2647058823529412,6.088235294117647,2.7794117647058822,1.588235294117647,18.86029411764705,1.7867647058823528,0.1985294117647058,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Serie A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k. diatta,monaco,ligue 1,midfielder,0,Deep-lying Playmaker,0.2332848837209302,0.3022974859261551,0.7538758439620883,0.5491742539993911,0.2789434926537427,0.2622511030630112,0.5281569614617045,0.406304198917216,0.2055700911823682,L. Banda
L. Camara,Metz,Midfielder,2263.0,315.0,154.0,1.0,24.0,5.0,56.0,25.0,43.0,918.0,72.7,67.0,32.0,44.642857142857146,lamine camara,metz,12.527618205921344,6.1246133451171,0.0397702165267344,0.9544851966416262,0.1988510826336721,2.227132125497128,0.9942554131683606,1.7101193106495802,36.5090587715422,2.6646045072912066,1.2726469288555016,Ligue 1,L. Camara,Midfielder,2263.0,315.0,154.0,1.0,24.0,5.0,56.0,25.0,43.0,918.0,72.7,67.0,32.0,44.642857142857146,metz,12.527618205921344,6.1246133451171,0.0397702165267344,0.9544851966416262,0.1988510826336721,2.227132125497128,0.9942554131683606,1.7101193106495802,36.5090587715422,2.6646045072912066,1.2726469288555016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a. jallow,metz,ligue 1,midfielder,1,Positional Anchor,0.1333575581395348,0.6378122561219491,0.5508939301640843,0.3221542454892512,0.516407294992889,0.532626233013426,0.3912012982488672,0.5708659633916808,0.2495454267328123,L. Camara
L. Coulibaly,Salernitana,Midfielder,2087.0,269.0,127.0,0.0,9.0,1.0,33.0,15.0,11.0,858.0,84.3,47.0,16.0,45.45454545454545,lassana coulibaly,salernitana,11.600383325347387,5.476760900814567,0.0,0.3881169142309535,0.043124101581217,1.423095352180163,0.6468615237182559,0.4743651173933876,37.00047915668424,2.0268327743172017,0.6899856252994729,Serie A,L. Coulibaly,Midfielder,2087.0,269.0,127.0,0.0,9.0,1.0,33.0,15.0,11.0,858.0,84.3,47.0,16.0,45.45454545454545,salernitana,11.600383325347387,5.476760900814567,0.0,0.3881169142309535,0.043124101581217,1.423095352180163,0.6468615237182559,0.4743651173933876,37.00047915668424,2.0268327743172017,0.6899856252994729,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Serie A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y. ndayishimiye,nice,ligue 1,midfielder,0,Deep-lying Playmaker,0.4218749999999999,0.0781873576601548,0.7877999493627355,0.6616664667711821,0.4761368504229023,0.54161141311958,0.4109579163981322,0.4018381409094162,0.4940265537350735,L. Coulibaly
L. Abergel,Lorient,Midfielder,2862.0,334.0,180.0,2.0,19.0,1.0,62.0,44.0,30.0,1782.0,84.5,85.0,61.0,70.96774193548387,laurent abergel,lorient,10.50314465408805,5.660377358490566,0.0628930817610062,0.5974842767295597,0.0314465408805031,1.9496855345911948,1.3836477987421385,0.9433962264150944,56.0377358490566,2.672955974842768,1.918238993710692,Ligue 1,L. Abergel,Midfielder,2862.0,334.0,180.0,2.0,19.0,1.0,62.0,44.0,30.0,1782.0,84.5,85.0,61.0,70.96774193548387,lorient,10.50314465408805,5.660377358490566,0.0628930817610062,0.5974842767295597,0.0314465408805031,1.9496855345911948,1.3836477987421385,0.9433962264150944,56.0377358490566,2.672955974842768,1.918238993710692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m. brescianini,frosinone,serie a,midfielder,1,Positional Anchor,0.6424418604651163,0.4122179867088836,0.5545354086977782,0.8128669566511235,0.4718266989811056,0.384702118762555,0.3323512761725133,0.4710914638127257,0.3184682993030898,L. Abergel
