name_metrics,team,position_metrics,minutes_metrics,duels_total_api_metrics,duels_won_api_metrics,goals_total_api_metrics,shots_total_api_metrics,assists_total_api_metrics,dribbles_attempts_api_metrics,dribbles_success_api_metrics,passes_key_api_metrics,passes_total_api_metrics,passes_accuracy_perc_metrics,tackles_total_api_metrics,interceptions_total_api_metrics,dribbles_success_perc_metrics,name_clean,team_clean_metrics,duels_total_p90_metrics,duels_won_p90_metrics,goals_p90_metrics,shots_total_p90_metrics,assists_p90_metrics,dribbles_attempts_p90_metrics,dribbles_success_p90_metrics,passes_key_p90_metrics,passes_total_p90_metrics,tackles_p90_metrics,interceptions_p90_metrics,league_metrics,name_pca,position_pca,minutes_pca,duels_total_api_pca,duels_won_api_pca,goals_total_api_pca,shots_total_api_pca,assists_total_api_pca,dribbles_attempts_api_pca,dribbles_success_api_pca,passes_key_api_pca,passes_total_api_pca,passes_accuracy_perc_pca,tackles_total_api_pca,interceptions_total_api_pca,dribbles_success_perc_pca,team_clean_pca,duels_total_p90_pca,duels_won_p90_pca,goals_p90_pca,shots_total_p90_pca,assists_p90_pca,dribbles_attempts_p90_pca,dribbles_success_p90_pca,passes_key_p90_pca,passes_total_p90_pca,tackles_p90_pca,interceptions_p90_pca,team_AS Roma,team_Atalanta,team_Bologna,team_Cagliari,team_Empoli,team_Fiorentina,team_Frosinone,team_Genoa,team_Inter,team_Juventus,team_Lazio,team_Lecce,team_Monza,team_Napoli,team_Salernitana,team_Sassuolo,team_Torino,team_Udinese,team_Verona,league_pca,team_Le Havre,team_Lens,team_Lille,team_Lorient,team_Lyon,team_Marseille,team_Metz,team_Monaco,team_Montpellier,team_Nantes,team_Nice,team_Paris Saint Germain,team_Reims,team_Rennes,team_Stade Brestois 29,team_Strasbourg,team_Toulouse,team_Almeria,team_Athletic Club,team_Atletico Madrid,team_Barcelona,team_Cadiz,team_Celta Vigo,team_Getafe,team_Girona,team_Las Palmas,team_Mallorca,team_Osasuna,team_Rayo Vallecano,team_Real Madrid,team_Real Sociedad,team_Sevilla,team_Valencia,team_Villarreal,name.1,team_clean.1,league.1,position.1,Cluster,Role_Label,minutes.1,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,name
David Pereira da Costa,Lens,Midfielder,1498.0,141.0,67.0,4.0,26.0,2.0,38.0,20.0,26.0,641.0,0.0,18.0,16.0,52.63157894736842,david pereira da costa,lens,8.471295060080108,4.025367156208278,0.240320427236315,1.562082777036048,0.1201602136181575,2.283044058744993,1.2016021361815754,1.562082777036048,38.511348464619495,1.081441922563418,0.9612817089452604,Ligue 1,David Pereira da Costa,Midfielder,1498.0,141.0,67.0,4.0,26.0,2.0,38.0,20.0,26.0,641.0,0.0,18.0,16.0,52.63157894736842,lens,8.471295060080108,4.025367156208278,0.240320427236315,1.562082777036048,0.1201602136181575,2.283044058744993,1.2016021361815754,1.562082777036048,38.511348464619495,1.081441922563418,0.9612817089452604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f. kostić,juventus,serie a,midfielder,1,Positional Anchor,0.4654796511627907,0.4992777185956579,0.5507766318271397,0.1669539945692795,0.1190445945942171,0.4675954779630945,0.6404748717422832,0.4122417448480414,0.2020904955983604,David Pereira da Costa
D. Frattesi,Inter,Midfielder,934.0,105.0,47.0,6.0,25.0,3.0,20.0,7.0,9.0,285.0,78.1,10.0,5.0,35.0,davide frattesi,inter,10.117773019271947,4.528907922912206,0.5781584582441114,2.4089935760171306,0.2890792291220557,1.9271948608137044,0.6745182012847966,0.867237687366167,27.462526766595293,0.9635974304068522,0.4817987152034261,Serie A,D. Frattesi,Midfielder,934.0,105.0,47.0,6.0,25.0,3.0,20.0,7.0,9.0,285.0,78.1,10.0,5.0,35.0,inter,10.117773019271947,4.528907922912206,0.5781584582441114,2.4089935760171306,0.2890792291220557,1.9271948608137044,0.6745182012847966,0.867237687366167,27.462526766595293,0.9635974304068522,0.4817987152034261,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Serie A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p. gueye,marseille,ligue 1,midfielder,0,Deep-lying Playmaker,0.0773982558139534,0.2671861199988664,0.59830878234499,0.7647250137088931,0.4275567275929481,0.9331997364502124,0.920204862538583,0.3573880456712534,0.24919073868319,D. Frattesi
D. Zappacosta,Atalanta,Midfielder,1877.0,158.0,69.0,2.0,21.0,1.0,35.0,16.0,17.0,762.0,84.0,30.0,4.0,45.71428571428572,davide zappacosta,atalanta,7.575919019712307,3.308470964304741,0.0958977091102823,1.006925945657965,0.0479488545551411,1.6782099094299414,0.7671816728822589,0.8151305274374001,36.537027171017584,1.4384656366542354,0.1917954182205647,Serie A,D. Zappacosta,Midfielder,1877.0,158.0,69.0,2.0,21.0,1.0,35.0,16.0,17.0,762.0,84.0,30.0,4.0,45.71428571428572,atalanta,7.575919019712307,3.308470964304741,0.0958977091102823,1.006925945657965,0.0479488545551411,1.6782099094299414,0.7671816728822589,0.8151305274374001,36.537027171017584,1.4384656366542354,0.1917954182205647,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Serie A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n. zalewski,roma,serie a,midfielder,0,Deep-lying Playmaker,0.1493459302325581,0.3533741186085968,0.6719495777023836,0.6224784993167392,0.3526551196137515,0.2748448542003255,0.6651682212638608,0.3053192846754466,0.298659997839662,D. Zappacosta
D. Zakaria,Monaco,Midfielder,2142.0,176.0,90.0,4.0,18.0,0.0,38.0,29.0,11.0,1172.0,91.3,38.0,47.0,76.31578947368422,denis zakaria,monaco,7.394957983193278,3.781512605042017,0.1680672268907563,0.7563025210084033,0.0,1.5966386554621848,1.2184873949579833,0.4621848739495798,49.2436974789916,1.5966386554621848,1.9747899159663864,Ligue 1,D. Zakaria,Midfielder,2142.0,176.0,90.0,4.0,18.0,0.0,38.0,29.0,11.0,1172.0,91.3,38.0,47.0,76.31578947368422,monaco,7.394957983193278,3.781512605042017,0.1680672268907563,0.7563025210084033,0.0,1.5966386554621848,1.2184873949579833,0.4621848739495798,49.2436974789916,1.5966386554621848,1.9747899159663864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jon guridi,alaves,la liga,midfielder,1,Positional Anchor,0.7790697674418605,0.4423960918123825,0.5676913036900498,0.7592210924156656,0.3826654562844533,0.3783639469560773,0.6248826380659072,0.467187554317526,0.2756257709599596,D. Zakaria
Douglas Augusto,Nantes,Midfielder,1782.0,212.0,103.0,0.0,11.0,0.0,6.0,2.0,17.0,1015.0,0.0,69.0,26.0,33.33333333333333,douglas augusto,nantes,10.707070707070708,5.202020202020202,0.0,0.5555555555555556,0.0,0.303030303030303,0.101010101010101,0.8585858585858586,51.26262626262626,3.4848484848484844,1.3131313131313131,Ligue 1,Douglas Augusto,Midfielder,1782.0,212.0,103.0,0.0,11.0,0.0,6.0,2.0,17.0,1015.0,0.0,69.0,26.0,33.33333333333333,nantes,10.707070707070708,5.202020202020202,0.0,0.5555555555555556,0.0,0.303030303030303,0.101010101010101,0.8585858585858586,51.26262626262626,3.4848484848484844,1.3131313131313131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,antonio sánchez,mallorca,la liga,midfielder,1,Positional Anchor,0.331031976744186,0.4439465099691844,0.5298079842626843,0.800098860075786,0.5275106046406466,0.4342429534477449,0.2586111688553749,0.4732742307972111,0.4307164761037405,Douglas Augusto
D. Jean-Jacques,Metz,Midfielder,2687.0,285.0,120.0,0.0,24.0,0.0,28.0,14.0,12.0,759.0,0.0,55.0,46.0,50.0,dylan jean-jacques,metz,9.5459620394492,4.019352437662821,0.0,0.8038704875325642,0.0,0.9378489021213248,0.4689244510606624,0.4019352437662821,25.42240416821734,1.84220320059546,1.5407517677707483,Ligue 1,D. Jean-Jacques,Midfielder,2687.0,285.0,120.0,0.0,24.0,0.0,28.0,14.0,12.0,759.0,0.0,55.0,46.0,50.0,metz,9.5459620394492,4.019352437662821,0.0,0.8038704875325642,0.0,0.9378489021213248,0.4689244510606624,0.4019352437662821,25.42240416821734,1.84220320059546,1.5407517677707483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pablo ibáñez,osasuna,la liga,midfielder,1,Positional Anchor,0.2132994186046511,0.5701752884719997,0.5356106313543152,0.8297170379118088,0.3539733136734383,0.5279151180096355,0.6986727816234328,0.4369446031334069,0.6972012502834217,D. Jean-Jacques
E. Bove,AS Roma,Midfielder,1776.0,253.0,135.0,0.0,15.0,2.0,16.0,9.0,16.0,765.0,83.2,60.0,11.0,56.25,edoardo bove,roma,12.820945945945946,6.841216216216217,0.0,0.7601351351351352,0.1013513513513513,0.8108108108108109,0.4560810810810811,0.8108108108108109,38.766891891891895,3.040540540540541,0.5574324324324325,Serie A,E. Bove,Midfielder,1776.0,253.0,135.0,0.0,15.0,2.0,16.0,9.0,16.0,765.0,83.2,60.0,11.0,56.25,roma,12.820945945945946,6.841216216216217,0.0,0.7601351351351352,0.1013513513513513,0.8108108108108109,0.4560810810810811,0.8108108108108109,38.766891891891895,3.040540540540541,0.5574324324324325,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Serie A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,l. coulibaly,salernitana,serie a,midfielder,0,Deep-lying Playmaker,0.5574127906976745,0.2316602054126957,0.5564204859673036,0.7756804414122981,0.3675795745016944,0.4509988904617701,0.5631072882285062,0.4650239347658799,0.3487862183359351,E. Bove
E. Zhegrova,Lille,Midfielder,2388.0,339.0,159.0,6.0,54.0,6.0,166.0,90.0,49.0,840.0,73.3,32.0,8.0,54.21686746987952,edon zhegrova,lille,12.77638190954774,5.992462311557789,0.2261306532663316,2.035175879396985,0.2261306532663316,6.256281407035177,3.3919597989949746,1.8467336683417088,31.658291457286435,1.206030150753769,0.3015075376884422,Ligue 1,E. Zhegrova,Midfielder,2388.0,339.0,159.0,6.0,54.0,6.0,166.0,90.0,49.0,840.0,73.3,32.0,8.0,54.21686746987952,lille,12.77638190954774,5.992462311557789,0.2261306532663316,2.035175879396985,0.2261306532663316,6.256281407035177,3.3919597989949746,1.8467336683417088,31.658291457286435,1.206030150753769,0.3015075376884422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d. jean-jacques,metz,ligue 1,midfielder,1,Positional Anchor,0.7754360465116279,0.3131805359132663,0.4596593306212728,0.2879886165042908,0.5274076498447229,0.3735946017501718,0.4424937603763081,0.4166074612288886,0.5436400135884909,E. Zhegrova
E. Le Fée,Rennes,Midfielder,1534.0,213.0,108.0,0.0,8.0,1.0,51.0,29.0,28.0,1012.0,0.0,50.0,19.0,56.86274509803921,enzo le fée,rennes,12.496740547588006,6.336375488917861,0.0,0.469361147327249,0.0586701434159061,2.9921773142112125,1.7014341590612778,1.6427640156453716,59.374185136897005,2.9335071707953064,1.1147327249022163,Ligue 1,E. Le Fée,Midfielder,1534.0,213.0,108.0,0.0,8.0,1.0,51.0,29.0,28.0,1012.0,0.0,50.0,19.0,56.86274509803921,rennes,12.496740547588006,6.336375488917861,0.0,0.469361147327249,0.0586701434159061,2.9921773142112125,1.7014341590612778,1.6427640156453716,59.374185136897005,2.9335071707953064,1.1147327249022163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p. frankowski,lens,ligue 1,midfielder,1,Positional Anchor,0.5962936046511629,0.4907322709855267,0.5539038987438258,0.2493885472263465,0.3713349797672514,0.5922574307715368,0.4211083012912962,0.337643188859191,0.3410102878640146,E. Le Fée
F. Valverde,Real Madrid,Midfielder,2911.0,183.0,105.0,2.0,42.0,7.0,43.0,22.0,49.0,2073.0,51.0,47.0,42.0,51.16279069767442,f. valverde,real madrid,5.657849536241841,3.246307110958434,0.061834421161113,1.2985228443833734,0.2164204740638955,1.32944005496393,0.6801786327722432,1.5149433184472691,64.09137753349364,1.453108897286156,1.2985228443833734,La Liga,F. Valverde,Midfielder,2911.0,183.0,105.0,2.0,42.0,7.0,43.0,22.0,49.0,2073.0,51.0,47.0,42.0,51.16279069767442,real madrid,5.657849536241841,3.246307110958434,0.061834421161113,1.2985228443833734,0.2164204740638955,1.32944005496393,0.6801786327722432,1.5149433184472691,64.09137753349364,1.453108897286156,1.2985228443833734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Liga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,c. pulišić,milan,serie a,midfielder,2,Final-Third Playmaker,0.7507267441860466,0.7441643303516831,0.7076809877505439,0.8016021656382981,0.5957699839193351,0.4945738655707997,0.59420589374372,0.5751342483159779,0.2161984982112916,F. Valverde
F. Miretti,Juventus,Midfielder,1108.0,159.0,71.0,1.0,11.0,1.0,39.0,21.0,24.0,413.0,76.6,18.0,7.0,53.84615384615385,fabio miretti,juventus,12.915162454873649,5.767148014440433,0.0812274368231047,0.8935018050541517,0.0812274368231047,3.167870036101083,1.7057761732851984,1.9494584837545128,33.54693140794224,1.4620938628158844,0.5685920577617328,Serie A,F. Miretti,Midfielder,1108.0,159.0,71.0,1.0,11.0,1.0,39.0,21.0,24.0,413.0,76.6,18.0,7.0,53.84615384615385,juventus,12.915162454873649,5.767148014440433,0.0812274368231047,0.8935018050541517,0.0812274368231047,3.167870036101083,1.7057761732851984,1.9494584837545128,33.54693140794224,1.4620938628158844,0.5685920577617328,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Serie A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m. aebischer,bologna,serie a,midfielder,0,Deep-lying Playmaker,0.6104651162790697,0.1925735183040289,0.6692916040782415,0.7630067355981571,0.3468310798780193,0.5454442074071013,0.3841947828685632,0.43618237965378,0.4957442720677713,F. Miretti
Fabián Ruiz,Paris Saint Germain,Midfielder,1194.0,102.0,64.0,1.0,12.0,3.0,18.0,16.0,18.0,859.0,0.0,33.0,11.0,88.88888888888889,fabián ruiz,paris sg,7.688442211055276,4.824120603015076,0.0753768844221105,0.9045226130653268,0.2261306532663316,1.3567839195979898,1.206030150753769,1.3567839195979898,64.74874371859296,2.4874371859296485,0.8291457286432161,Ligue 1,Fabián Ruiz,Midfielder,1194.0,102.0,64.0,1.0,12.0,3.0,18.0,16.0,18.0,859.0,0.0,33.0,11.0,88.88888888888889,paris sg,7.688442211055276,4.824120603015076,0.0753768844221105,0.9045226130653268,0.2261306532663316,1.3567839195979898,1.206030150753769,1.3567839195979898,64.74874371859296,2.4874371859296485,0.8291457286432161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y. kechta,le havre,ligue 1,midfielder,1,Positional Anchor,0.473110465116279,0.448458209109995,0.5014934124016339,0.2849089074800849,0.3293475291776808,0.715885410035233,0.4156662917132607,0.3419152089564306,0.3956593123935232,Fabián Ruiz
Felipe Anderson,Lazio,Midfielder,2783.0,360.0,172.0,5.0,27.0,6.0,97.0,43.0,43.0,1254.0,75.7,78.0,27.0,44.329896907216494,felipe anderson,lazio,11.64211282788358,5.562342795544376,0.161696011498383,0.8731584620912684,0.1940352137980596,3.136902623068631,1.390585698886094,1.390585698886094,40.55335968379447,2.522457779374776,0.8731584620912684,Serie A,Felipe Anderson,Midfielder,2783.0,360.0,172.0,5.0,27.0,6.0,97.0,43.0,43.0,1254.0,75.7,78.0,27.0,44.329896907216494,lazio,11.64211282788358,5.562342795544376,0.161696011498383,0.8731584620912684,0.1940352137980596,3.136902623068631,1.390585698886094,1.390585698886094,40.55335968379447,2.522457779374776,0.8731584620912684,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Serie A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,v. sierro,toulouse,ligue 1,midfielder,0,Deep-lying Playmaker,0.6217296511627908,0.4361055124156661,0.6667904654276181,0.7570600463920479,0.4993564424753164,0.5449951650035629,0.2634921284799942,0.415498834786801,0.2823768903163238,Felipe Anderson
F. Kostić,Juventus,Midfielder,1834.0,154.0,72.0,0.0,10.0,4.0,21.0,6.0,40.0,718.0,0.0,37.0,9.0,28.57142857142857,filip kostić,juventus,7.557251908396947,3.533260632497274,0.0,0.4907306434023991,0.1962922573609596,1.0305343511450382,0.2944383860414394,1.9629225736095963,35.23446019629226,1.8157033805888767,0.4416575790621592,Serie A,F. Kostić,Midfielder,1834.0,154.0,72.0,0.0,10.0,4.0,21.0,6.0,40.0,718.0,0.0,37.0,9.0,28.57142857142857,juventus,7.557251908396947,3.533260632497274,0.0,0.4907306434023991,0.1962922573609596,1.0305343511450382,0.2944383860414394,1.9629225736095963,35.23446019629226,1.8157033805888767,0.4416575790621592,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Serie A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a. zambo anguissa,napoli,serie a,midfielder,0,Deep-lying Playmaker,0.8132267441860463,0.2801789694693501,0.64099819949778,0.7474110569465707,0.2740266351508283,0.5991668374708987,0.5230739219184996,0.3013896921314201,0.4324987328928364,F. Kostić
F. Mollet,Nantes,Midfielder,2090.0,159.0,60.0,4.0,49.0,4.0,33.0,13.0,38.0,904.0,77.7,18.0,13.0,39.39393939393939,florent mollet,nantes,6.84688995215311,2.583732057416268,0.1722488038277512,2.110047846889952,0.1722488038277512,1.4210526315789471,0.5598086124401914,1.6363636363636362,38.92822966507177,0.7751196172248803,0.5598086124401914,Ligue 1,F. Mollet,Midfielder,2090.0,159.0,60.0,4.0,49.0,4.0,33.0,13.0,38.0,904.0,77.7,18.0,13.0,39.39393939393939,nantes,6.84688995215311,2.583732057416268,0.1722488038277512,2.110047846889952,0.1722488038277512,1.4210526315789471,0.5598086124401914,1.6363636363636362,38.92822966507177,0.7751196172248803,0.5598086124401914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a. martegani,salernitana,serie a,midfielder,1,Positional Anchor,0.0621366279069767,0.3226999217752713,0.6206211517186162,0.2090431071296203,0.7097165892946429,0.3759792297881045,0.4059793972216939,0.3763164641062303,0.4264462639895385,F. Mollet
Fran Beltrán,Celta Vigo,Midfielder,2435.0,228.0,98.0,0.0,11.0,0.0,24.0,12.0,18.0,1341.0,86.5,56.0,19.0,50.0,fran beltran,celta vigo,8.427104722792608,3.6221765913757697,0.0,0.406570841889117,0.0,0.8870636550308009,0.4435318275154004,0.6652977412731006,49.564681724846,2.0698151950718686,0.702258726899384,La Liga,Fran Beltrán,Midfielder,2435.0,228.0,98.0,0.0,11.0,0.0,24.0,12.0,18.0,1341.0,86.5,56.0,19.0,50.0,celta vigo,8.427104722792608,3.6221765913757697,0.0,0.406570841889117,0.0,0.8870636550308009,0.4435318275154004,0.6652977412731006,49.564681724846,2.0698151950718686,0.702258726899384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Liga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,f. valverde,real madrid,la liga,midfielder,2,Final-Third Playmaker,0.8568313953488371,0.4558499482955968,0.7810075854027426,0.4369939296364682,0.3216665204056412,0.5751679013506678,0.6916419417997632,0.4527003247790427,0.5632976096471339,Fran Beltrán
F. Gelli,Frosinone,Midfielder,1558.0,164.0,87.0,0.0,9.0,0.0,33.0,13.0,25.0,636.0,81.3,19.0,11.0,39.39393939393939,francesco gelli,frosinone,9.473684210526317,5.025673940949936,0.0,0.5198973042362003,0.0,1.906290115532734,0.7509627727856226,1.4441591784338896,36.73940949935815,1.0975609756097562,0.6354300385109114,Serie A,F. Gelli,Midfielder,1558.0,164.0,87.0,0.0,9.0,0.0,33.0,13.0,25.0,636.0,81.3,19.0,11.0,39.39393939393939,frosinone,9.473684210526317,5.025673940949936,0.0,0.5198973042362003,0.0,1.906290115532734,0.7509627727856226,1.4441591784338896,36.73940949935815,1.0975609756097562,0.6354300385109114,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Serie A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n. bentaleb,lille,ligue 1,midfielder,0,Deep-lying Playmaker,0.5141715116279069,0.1467229813852827,0.7990807294618958,0.6099829164170858,0.37307908032903,0.4432897043261723,0.4588605127382529,0.5870763318660798,0.4073202409129452,F. Gelli
Gavi,Barcelona,Midfielder,943.0,177.0,87.0,1.0,8.0,1.0,20.0,12.0,11.0,527.0,90.4,39.0,8.0,60.0,gavi,barcelona,16.89289501590668,8.303287380699894,0.0954400848356309,0.7635206786850478,0.0954400848356309,1.90880169671262,1.1452810180275717,1.0498409331919407,50.29692470837752,3.722163308589608,0.7635206786850478,La Liga,Gavi,Midfielder,943.0,177.0,87.0,1.0,8.0,1.0,20.0,12.0,11.0,527.0,90.4,39.0,8.0,60.0,barcelona,16.89289501590668,8.303287380699894,0.0954400848356309,0.7635206786850478,0.0954400848356309,1.90880169671262,1.1452810180275717,1.0498409331919407,50.29692470837752,3.722163308589608,0.7635206786850478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Liga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,v. carboni,monza,serie a,midfielder,2,Final-Third Playmaker,0.2198401162790697,0.5735923657466625,0.70938072321381,0.7427544441502372,0.3564802838115339,0.3191567216000032,0.4715738962445701,0.4733790666578986,0.4001902165136894,Gavi
G. Kondogbia,Marseille,Midfielder,1458.0,170.0,103.0,0.0,6.0,0.0,11.0,9.0,11.0,944.0,87.4,48.0,29.0,81.81818181818183,geoffrey kondogbia,marseille,10.493827160493828,6.358024691358025,0.0,0.3703703703703704,0.0,0.6790123456790124,0.5555555555555556,0.6790123456790124,58.27160493827161,2.9629629629629632,1.7901234567901236,Ligue 1,G. Kondogbia,Midfielder,1458.0,170.0,103.0,0.0,6.0,0.0,11.0,9.0,11.0,944.0,87.4,48.0,29.0,81.81818181818183,marseille,10.493827160493828,6.358024691358025,0.0,0.3703703703703704,0.0,0.6790123456790124,0.5555555555555556,0.6790123456790124,58.27160493827161,2.9629629629629632,1.7901234567901236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,j. chotard,montpellier,ligue 1,midfielder,1,Positional Anchor,0.741642441860465,0.3273847490423314,0.5057890910699301,0.2201490412816614,0.3352015374412802,0.6468578674459415,0.7891670838775517,0.5142571588399434,0.3475994901639666,G. Kondogbia
G. Bonaventura,Fiorentina,Midfielder,2287.0,199.0,105.0,8.0,32.0,3.0,46.0,30.0,41.0,1064.0,82.4,26.0,14.0,65.21739130434783,giacomo bonaventura,fiorentina,7.831219938784433,4.132050721469174,0.314822912111937,1.259291648447748,0.1180585920419764,1.8102317446436376,1.1805859204197635,1.6134674245736775,41.871447310887625,1.0231744643637954,0.5509400961958898,Serie A,G. Bonaventura,Midfielder,2287.0,199.0,105.0,8.0,32.0,3.0,46.0,30.0,41.0,1064.0,82.4,26.0,14.0,65.21739130434783,fiorentina,7.831219938784433,4.132050721469174,0.314822912111937,1.259291648447748,0.1180585920419764,1.8102317446436376,1.1805859204197635,1.6134674245736775,41.871447310887625,1.0231744643637954,0.5509400961958898,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Serie A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m. frendrup,genoa,serie a,midfielder,0,Deep-lying Playmaker,0.943313953488372,0.2348238821036482,0.707679459933913,0.6373198676207246,0.5422890237622527,0.2444072280257858,0.7292468282137765,0.6055372532028394,0.2328083267392592,G. Bonaventura
G. Gaetano,Cagliari,Midfielder,751.0,101.0,33.0,4.0,9.0,1.0,24.0,10.0,16.0,219.0,72.5,7.0,3.0,41.66666666666667,gianluca gaetano,cagliari,12.103861517976032,3.954727030625832,0.4793608521970706,1.078561917443409,0.1198402130492676,2.876165113182424,1.1984021304926764,1.9174434087882823,26.245006657789613,0.8388814913448736,0.3595206391478029,Serie A,G. Gaetano,Midfielder,751.0,101.0,33.0,4.0,9.0,1.0,24.0,10.0,16.0,219.0,72.5,7.0,3.0,41.66666666666667,cagliari,12.103861517976032,3.954727030625832,0.4793608521970706,1.078561917443409,0.1198402130492676,2.876165113182424,1.1984021304926764,1.9174434087882823,26.245006657789613,0.8388814913448736,0.3595206391478029,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Serie A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,óscar valentín,rayo vallecano,la liga,midfielder,0,Deep-lying Playmaker,0.7805232558139534,0.1689481935909512,0.6092663856588395,0.7303958004722162,0.495756015544606,0.4047794198867813,0.4214024849383505,0.454272563802415,0.3499239395735443,G. Gaetano
