name,position,minutes,duels_total_api,duels_won_api,goals_total_api,shots_total_api,shots_on_target_api,assists_total_api,dribbles_attempts_api,dribbles_success_api,touches_total_api,passes_key_api,passes_total_api,passes_accuracy_perc,shots_on_target_perc,dribbles_success_perc,name_clean,team_clean,duels_total_p90,duels_won_p90,goals_p90,shots_total_p90,shots_on_target_p90,assists_p90,dribbles_attempts_p90,dribbles_success_p90,touches_total_p90,passes_key_p90,passes_total_p90,team_AS Roma,team_Atalanta,team_Bologna,team_Cagliari,team_Empoli,team_Fiorentina,team_Genoa,team_Inter,team_Juventus,team_Lazio,team_Lecce,team_Monza,team_Napoli,team_Salernitana,team_Sassuolo,team_Torino,team_Udinese,team_Verona,league,team_Le Havre,team_Lens,team_Lille,team_Lorient,team_Lyon,team_Marseille,team_Metz,team_Monaco,team_Montpellier,team_Nantes,team_Nice,team_Paris Saint Germain,team_Reims,team_Rennes,team_Stade Brestois 29,team_Strasbourg,team_Toulouse,team_Almeria,team_Athletic Club,team_Atletico Madrid,team_Barcelona,team_Cadiz,team_Celta Vigo,team_Getafe,team_Girona,team_Las Palmas,team_Mallorca,team_Osasuna,team_Rayo Vallecano,team_Real Madrid,team_Real Sociedad,team_Valencia,team_Villarreal
G. Scamacca,Attacker,1457.0,206.0,79.0,12.0,52.0,0,6.0,26.0,15.0,0,33.0,423.0,67.5,0.0,57.692307692307686,gianluca scamacca,atalanta,12.72477693891558,4.879890185312285,0.7412491420727523,3.212079615648593,0.0,0.3706245710363761,1.6060398078242966,0.9265614275909404,0.0,2.0384351407000687,26.12903225806452,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Chukwueze,Attacker,1015.0,140.0,60.0,1.0,18.0,0,3.0,55.0,21.0,0,20.0,393.0,78.4,0.0,38.18181818181819,samuel chukwueze,milan,12.413793103448276,5.320197044334975,0.0886699507389162,1.5960591133004929,0.0,0.2660098522167488,4.876847290640394,1.862068965517241,0.0,1.7733990147783252,34.84729064039409,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Leão,Attacker,2521.0,316.0,169.0,9.0,47.0,0,9.0,138.0,77.0,0,59.0,893.0,73.6,0.0,55.79710144927537,rafael leao,milan,11.281237604125348,6.033320111067037,0.3213010710035699,1.6779055930186433,0.0,0.3213010710035699,4.926616422054741,2.748909163030544,0.0,2.106307021023404,31.880206267354225,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Saelemaekers,Attacker,1891.0,257.0,139.0,4.0,23.0,0,2.0,98.0,40.0,0,43.0,900.0,78.0,0.0,40.81632653061224,alexis saelemaekers,bologna,12.231623479640405,6.615547329455314,0.1903754627181385,1.0946589106292968,0.0,0.0951877313590692,4.6641988365943945,1.9037546271813848,0.0,2.0465362242199894,42.83447911158117,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N. Okafor,Attacker,870.0,97.0,36.0,6.0,21.0,0,2.0,31.0,14.0,0,8.0,166.0,62.2,0.0,45.16129032258064,noah okafor,milan,10.03448275862069,3.724137931034482,0.6206896551724138,2.1724137931034484,0.0,0.2068965517241379,3.206896551724138,1.4482758620689655,0.0,0.8275862068965517,17.17241379310345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Guðmundsson,Attacker,3024.0,279.0,113.0,14.0,42.0,0,4.0,82.0,41.0,0,83.0,1016.0,74.8,0.0,50.0,albert gudmundsson,genoa,8.303571428571429,3.363095238095238,0.4166666666666666,1.25,0.0,0.119047619047619,2.4404761904761902,1.2202380952380951,0.0,2.470238095238095,30.23809523809524,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Ikoné,Attacker,1685.0,160.0,73.0,3.0,32.0,0,1.0,41.0,21.0,0,15.0,457.0,81.5,0.0,51.21951219512195,jonathan ikone,fiorentina,8.5459940652819,3.8991097922848654,0.1602373887240356,1.7091988130563798,0.0,0.0534124629080118,2.1899109792284865,1.1216617210682491,0.0,0.8011869436201781,24.409495548961427,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M'Bala Nzola,Attacker,1544.0,240.0,85.0,3.0,23.0,0,3.0,29.0,14.0,0,21.0,336.0,82.0,0.0,48.27586206896552,m'bala nzola,fiorentina,13.989637305699482,4.954663212435233,0.1748704663212435,1.3406735751295336,0.0,0.1748704663212435,1.6904145077720207,0.816062176165803,0.0,1.2240932642487046,19.58549222797928,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Sottil,Attacker,1107.0,129.0,72.0,2.0,24.0,0,3.0,40.0,21.0,0,13.0,374.0,78.6,0.0,52.5,riccardo sottil,fiorentina,10.48780487804878,5.853658536585367,0.1626016260162601,1.951219512195122,0.0,0.2439024390243902,3.252032520325203,1.7073170731707317,0.0,1.056910569105691,30.406504065040654,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Milik,Attacker,900.0,135.0,64.0,4.0,27.0,0,1.0,10.0,5.0,0,15.0,264.0,79.6,0.0,50.0,arkadiusz milik,juventus,13.5,6.4,0.4,2.7,0.0,0.1,1.0,0.5,0.0,1.5,26.4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lautaro Martínez,Attacker,2668.0,294.0,135.0,24.0,77.0,0,3.0,57.0,19.0,0,33.0,736.0,77.2,0.0,33.33333333333333,lautaro martinez,inter,9.917541229385307,4.553973013493253,0.8095952023988006,2.597451274362818,0.0,0.10119940029985,1.922788605697152,0.6409295352323838,0.0,1.1131934032983508,24.82758620689655,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Thuram,Attacker,2707.0,302.0,171.0,13.0,60.0,0,7.0,44.0,33.0,0,29.0,633.0,72.6,0.0,75.0,marcus thuram,inter,10.04063538973033,5.685260435906907,0.4322127816771333,1.994828223125231,0.0,0.2327299593646102,1.462874030291836,1.097155522718877,0.0,0.9641669745105282,21.045437753971186,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Dybala,Attacker,1976.0,238.0,107.0,13.0,45.0,0,9.0,71.0,28.0,0,51.0,897.0,79.0,0.0,39.436619718309856,paulo dybala,roma,10.84008097165992,4.873481781376518,0.5921052631578947,2.049595141700405,0.0,0.4099190283400809,3.233805668016194,1.2753036437246963,0.0,2.322874493927125,40.85526315789474,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Berardi,Attacker,1437.0,168.0,65.0,9.0,38.0,0,3.0,25.0,11.0,0,27.0,559.0,63.8,0.0,44.0,domenico berardi,sassuolo,10.521920668058454,4.07098121085595,0.5636743215031316,2.3799582463465554,0.0,0.1878914405010438,1.5657620041753657,0.6889352818371608,0.0,1.6910229645093944,35.01043841336117,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Thauvin,Attacker,1715.0,207.0,78.0,5.0,29.0,0,3.0,80.0,35.0,0,38.0,454.0,70.3,0.0,43.75,florian thauvin,udinese,10.862973760932944,4.093294460641399,0.2623906705539358,1.521865889212828,0.0,0.1574344023323615,4.198250728862973,1.8367346938775508,0.0,1.9941690962099128,23.825072886297374,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Lucca,Attacker,2602.0,403.0,180.0,8.0,52.0,0,4.0,32.0,12.0,0,20.0,440.0,59.7,0.0,37.5,lorenzo lucca,udinese,13.939277478862412,6.22598001537279,0.2767102229054573,1.7986164488854728,0.0,0.1383551114527286,1.1068408916218293,0.415065334358186,0.0,0.6917755572636433,15.219062259800152,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Politano,Attacker,2385.0,198.0,90.0,8.0,47.0,0,5.0,69.0,31.0,0,67.0,1068.0,76.9,0.0,44.927536231884055,matteo politano,napoli,7.471698113207546,3.39622641509434,0.3018867924528302,1.7735849056603774,0.0,0.1886792452830188,2.60377358490566,1.169811320754717,0.0,2.5283018867924527,40.301886792452834,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
