name,team_clean,league,position,minutes,goals_p90,shots_total_p90,assists_p90,passes_key_p90,passes_total_p90,passes_accuracy_perc,dribbles_success_perc,duels_win_perc
Álvaro Morata,atletico madrid,La Liga,Attacker,1909.0,1.9797496857558041,1.696784200759578,-0.009154985134052567,-1.0401882187138567,-1.006968582536527,-0.3940966238535363,0.5386014749358485,1.1732879895492387
André Silva,real sociedad,La Liga,Attacker,728.0,0.25025620532280635,0.046655390210372454,-1.3478302657969994,-1.195304531342262,-0.697128887548775,1.4124765071929637,-2.249243733119335,-2.425674045809662
Jaime Mata,getafe,La Liga,Attacker,1791.0,-0.36493414108970734,-1.0514406355959196,-0.8722056406740578,-0.6964102204703913,-0.14122428531727033,-1.0426100555112545,0.719761091343767,-0.7290205148547518
Sandro Ramírez,las palmas,La Liga,Attacker,1818.0,-1.4024907791085923,0.008188757458132412,0.057852413402982104,0.4875192237184981,0.6475741642810373,0.4242655637145357,0.0655735876485074,0.6591505559265374
Marc Cardona,las palmas,La Liga,Attacker,724.0,0.9000861027911568,1.1166824019515944,-0.17125056469867292,-0.5397124088510442,0.4061715949737541,0.43970635970638744,-0.37726103023751506,-0.21488308123205171
Carlos Vicente,alaves,La Liga,Attacker,1119.0,-0.829830363045707,-1.3231911071790003,1.6971874414244077,2.4915679364466357,-0.5487963969292233,-2.4322816947777928,-0.5684850697792062,0.38494392466109834
Juanmi,cadiz,La Liga,Attacker,872.0,-0.06471713550812157,-0.9963940994495583,-0.37094528460985643,-0.2943579384596769,-0.25495640677793147,1.2426277512826076,-0.5282273772441134,-2.237156986814672
Borja Mayoral,getafe,La Liga,Attacker,2164.0,1.5511950779414914,-0.6991337117413396,-0.9541871495330494,-0.8231056630443218,-0.3660633979246834,0.5477919316493387,-0.11558602875941107,-0.746158429308842
Luis Rioja,alaves,La Liga,Attacker,2515.0,-0.7369084192113252,-1.0333701158325983,0.0069907339567797525,0.3461096314130106,-0.18063770832788054,-1.181577219437907,1.7060745584535428,0.33353018129882883
Hugo Duro,valencia,La Liga,Attacker,2997.0,0.3505977847616289,-0.24585938069280133,-0.779365999133544,-1.5397190007428028,-1.1323706975220904,-0.13160309199207862,-1.011319687665228,-0.04350393669115169
Diego López,valencia,La Liga,Attacker,2671.0,-1.137223700966136,-1.496127652023955,0.5657085666893846,0.017101293544371197,-0.1313084169496946,-1.135254831462356,-0.5584206466454328,-0.30057265350250173
Mikel Oyarzabal,real sociedad,La Liga,Attacker,2156.0,0.27502683602307404,-1.1851413774091153,-0.162518989922433,-0.7450108494529796,-0.5842706792054753,0.2389760118123302,-1.0213841107990014,-0.8832617449415615
Abdón Prats,mallorca,La Liga,Attacker,1255.0,0.5557343338869846,-0.057616650882101716,-0.6690703426135826,-0.523147806188494,-1.1306110196707693,-2.6330120426718477,-0.17597256756205054,-0.21488308123205171
Raúl de Tomás,rayo vallecano,La Liga,Attacker,1277.0,-1.2946332657932687,0.12879987534377738,-0.013697605506962921,-1.2899135780529212,-0.922543613597831,0.6249959116085908,0.5184726286683025,-0.31771056795659197
Jorge de Frutos,rayo vallecano,La Liga,Attacker,1540.0,-1.0559817202713153,-0.8175057858370299,-1.3478302657969994,-0.5413997932943473,-0.0327611695182167,-0.13160309199207862,-0.8704177637924029,0.33353018129882883
Iago Aspas,celta vigo,La Liga,Attacker,2715.0,-0.12278128176443083,0.3306849025882404,1.7897156037985393,2.982796360125366,1.8636902773843278,0.10000884788567771,2.400519754683895,0.9333571871919777
Gerard Moreno,villarreal,La Liga,Attacker,2231.0,0.4175366082843189,-0.08783095871392851,0.94309856502825,1.5929569816289386,1.971534535504417,0.8874894434700484,0.9713716696880976,0.7619780426510777
