,0,1,2,3
minutes,1580.2857142857142,1782.4827586206898,1831.92,1606.6176470588234
goals_p90,-0.6569892830040558,1.2988074295726302,-0.18684761199606467,-0.15884339033924513
shots_total_p90,-0.6739861484574791,1.016626069356993,-0.002965105341268783,-0.03237088654726289
assists_p90,-0.1125824832334055,0.1569119682259114,1.0501024081908144,-0.7668983231623167
passes_key_p90,0.01254065488896263,-0.07036875466159535,1.2082096915502583,-0.8438604679090187
passes_total_p90,-0.04100227564140687,-0.14992551163655035,1.303101960454233,-0.7796356940281399
passes_accuracy_perc,0.14559595986161655,0.05102425370463441,0.603996429059675,-0.6674895411210053
dribbles_success_perc,0.23475174794479023,-0.036805889057117215,0.7419028222380678,-0.804110976087544
duels_win_perc,-0.17530265975474882,-0.15874163733072244,1.0286439915567185,-0.40440825284198834
